colt_TripID,our_Trip_ID,President,Destination_Country,Start_Date,discrepancias
4217-URY-ARG-45841,1483,Yamandú Orsi,Argentina,2025-07-02,TripStartDate: nuestra fecha=2025-07-02 vs COLT=2025-07-03 (dif. 1d)
4217-URY-BRA-45844,1484,Yamandú Orsi,Brazil,2025-07-05,TripStartDate: nuestra fecha=2025-07-05 vs COLT=2025-07-06 (dif. 1d)
4217-URY-CHL-45859,1485,Yamandú Orsi,Chile,2025-07-20,TripStartDate: nuestra fecha=2025-07-20 vs COLT=2025-07-21 (dif. 1d)
4217-URY-USA-45922,1486,Yamandú Orsi,United States,2025-09-21,TripStartDate: nuestra fecha=2025-09-21 vs COLT=2025-09-22 (dif. 1d) | TripEndDate: nuestra fecha=2025-09-24 vs COLT=2025-09-27 (dif. 3d)
4217-URY-ITA-45945,1488,Yamandú Orsi,Italy,2025-10-16,TripStartDate: nuestra fecha=2025-10-16 vs COLT=2025-10-15 (dif. 1d) | TripEndDate: nuestra fecha=2025-10-16 vs COLT=2025-10-18 (dif. 2d)
2029-URY-AUT-42883,1501,Tabaré Vázquez,Austria,2017-05-29,TripStartDate: nuestra fecha=2017-05-29 vs COLT=2017-05-28 (dif. 1d) | TripEndDate: nuestra fecha=2017-05-30 vs COLT=2017-05-31 (dif. 1d)
2552-URY-VEN-40569,1511,José Mujica,Venezuela,2011-01-26,TripEndDate: nuestra fecha=2011-01-27 vs COLT=2011-01-28 (dif. 1d)
2552-URY-BRA-41835,1512,José Mujica,Brazil,2014-07-16,TripStartDate: nuestra fecha=2014-07-16 vs COLT=2014-07-15 (dif. 1d)
2552-URY-VEN-40879,1514,José Mujica,Venezuela,2011-12-02,TripEndDate: nuestra fecha=2011-12-03 vs COLT=2011-12-02 (dif. 1d)
2552-URY-ECU-41977,1520,José Mujica,Ecuador,2014-12-04,TripEndDate: nuestra fecha=2014-12-05 vs COLT=2014-12-04 (dif. 1d)
2552-URY-CUB-41478,1521,José Mujica,Cuba,2013-07-24,TripStartDate: nuestra fecha=2013-07-24 vs COLT=2013-07-23 (dif. 1d) | TripEndDate: nuestra fecha=2013-07-27 vs COLT=2013-07-26 (dif. 1d)
2552-URY-FIN-41898,1523,José Mujica,Finland,2014-09-15,TripStartDate: nuestra fecha=2014-09-15 vs COLT=2014-09-16 (dif. 1d)
2552-URY-BRA-41950,1524,José Mujica,Brazil,2014-11-06,TripStartDate: nuestra fecha=2014-11-06 vs COLT=2014-11-07 (dif. 1d) | TripEndDate: nuestra fecha=2014-11-06 vs COLT=2014-11-07 (dif. 1d)
