colt_TripID,our_Trip_ID,President,Destination_Country,Start_Date,discrepancias
3670-ARG-FRA-44694,381,Alberto Fernández,France,2022-05-12,TripStartDate: nuestra fecha=2022-05-12 vs COLT=2022-05-13 (dif. 1d) | TripEndDate: nuestra fecha=2022-05-13 vs COLT=2022-05-14 (dif. 1d)
3670-ARG-DEU-44738,384,Alberto Fernández,Germany,2022-06-26,TripEndDate: nuestra fecha=2022-06-28 vs COLT=2022-06-29 (dif. 1d)
3670-ARG-COL-44779,386,Alberto Fernández,Colombia,2022-08-07,TripStartDate: nuestra fecha=2022-08-07 vs COLT=2022-08-06 (dif. 1d) | TripEndDate: nuestra fecha=2022-08-07 vs COLT=2022-08-08 (dif. 1d)
3670-ARG-USA-44821,387,Alberto Fernández,United States,2022-09-19,TripStartDate: nuestra fecha=2022-09-19 vs COLT=2022-09-17 (dif. 2d) | TripEndDate: nuestra fecha=2022-09-21 vs COLT=2022-09-25 (dif. 4d)
3670-ARG-IDN-44878,390,Alberto Fernández,Indonesia,2022-11-15,TripStartDate: nuestra fecha=2022-11-15 vs COLT=2022-11-13 (dif. 2d)
3670-ARG-DOM-45009,394,Alberto Fernández,Dominican Republic,2023-03-24,TripEndDate: nuestra fecha=2023-03-25 vs COLT=2023-03-26 (dif. 1d)
3670-ARG-USA-45185,405,Alberto Fernández,United States,2023-09-18,TripStartDate: nuestra fecha=2023-09-18 vs COLT=2023-09-16 (dif. 2d)
4053-ARG-CHE-45307,409,Javier Milei,Switzerland,2024-01-16,TripEndDate: nuestra fecha=2024-01-17 vs COLT=2024-01-16 (dif. 1d)
4053-ARG-ISR-45328,410,Javier Milei,Israel,2024-02-06,TripEndDate: nuestra fecha=2024-02-08 vs COLT=2024-02-09 (dif. 1d)
4053-ARG-ITA-45334,412,Javier Milei,Italy,2024-02-12,TripEndDate: nuestra fecha=2024-02-12 vs COLT=2024-02-13 (dif. 1d)
4053-ARG-USA-45391,414,Javier Milei,United States,2024-04-12,TripStartDate: nuestra fecha=2024-04-12 vs COLT=2024-04-09 (dif. 3d)
4053-ARG-ESP-45428,416,Javier Milei,Spain,2024-05-17,TripStartDate: nuestra fecha=2024-05-17 vs COLT=2024-05-16 (dif. 1d) | TripEndDate: nuestra fecha=2024-05-19 vs COLT=2024-05-20 (dif. 1d)
4053-ARG-USA-45439,417,Javier Milei,United States,2024-05-28,TripStartDate: nuestra fecha=2024-05-28 vs COLT=2024-05-27 (dif. 1d) | TripEndDate: nuestra fecha=2024-05-30 vs COLT=2024-05-31 (dif. 1d)
4053-ARG-SLV-45443,418,Javier Milei,El Salvador,2024-05-31,MetHostHoGS: nuestra investigacion=Yes vs COLT=No
4053-ARG-ITA-45455,419,Javier Milei,Italy,2024-06-13,TripStartDate: nuestra fecha=2024-06-13 vs COLT=2024-06-12 (dif. 1d) | TripEndDate: nuestra fecha=2024-06-15 vs COLT=2024-06-14 (dif. 1d)
4053-ARG-CHE-45458,420,Javier Milei,Switzerland,2024-06-15,TripEndDate: nuestra fecha=2024-06-15 vs COLT=2024-06-16 (dif. 1d)
4053-ARG-CZE-45467,421,Javier Milei,Czechia,2024-06-21,TripStartDate: nuestra fecha=2024-06-21 vs COLT=2024-06-24 (dif. 3d) | TripEndDate: nuestra fecha=2024-06-22 vs COLT=2024-06-25 (dif. 3d)
4053-ARG-ESP-45463,422,Javier Milei,Spain,2024-06-21,TripStartDate: nuestra fecha=2024-06-21 vs COLT=2024-06-20 (dif. 1d)
4053-ARG-DEU-45465,423,Javier Milei,Germany,2024-06-22,TripEndDate: nuestra fecha=2024-06-23 vs COLT=2024-06-24 (dif. 1d)
4053-ARG-USA-45484,425,Javier Milei,United States,2024-07-12,TripStartDate: nuestra fecha=2024-07-12 vs COLT=2024-07-11 (dif. 1d)
4053-ARG-FRA-45497,426,Javier Milei,France,2024-07-25,TripStartDate: nuestra fecha=2024-07-25 vs COLT=2024-07-24 (dif. 1d)
4053-ARG-USA-45556,428,Javier Milei,United States,2024-09-21,TripEndDate: nuestra fecha=2024-09-24 vs COLT=2024-09-25 (dif. 1d)
4053-ARG-USA-45610,429,Javier Milei,United States,2024-11-14,TripEndDate: nuestra fecha=2024-11-15 vs COLT=2024-11-16 (dif. 1d)
4053-ARG-ITA-45638,432,Javier Milei,Italy,2024-12-12,TripEndDate: nuestra fecha=2024-12-14 vs COLT=2024-12-16 (dif. 2d)
4053-ARG-USA-45674,433,Javier Milei,United States,2025-01-20,TripStartDate: nuestra fecha=2025-01-20 vs COLT=2025-01-17 (dif. 3d)
4053-ARG-CHE-45678,434,Javier Milei,Switzerland,2025-01-22,TripStartDate: nuestra fecha=2025-01-22 vs COLT=2025-01-21 (dif. 1d) | TripEndDate: nuestra fecha=2025-01-23 vs COLT=2025-01-24 (dif. 1d)
4053-ARG-USA-45749,436,Javier Milei,United States,2025-04-03,TripStartDate: nuestra fecha=2025-04-03 vs COLT=2025-04-02 (dif. 1d)
4053-ARG-ITA-45772,439,Javier Milei,Italy,2025-04-26,TripStartDate: nuestra fecha=2025-04-26 vs COLT=2025-04-25 (dif. 1d) | TripEndDate: nuestra fecha=2025-04-26 vs COLT=2025-04-27 (dif. 1d)
4053-ARG-ESP-45816,442,Javier Milei,Spain,2025-06-07,TripStartDate: nuestra fecha=2025-06-07 vs COLT=2025-06-08 (dif. 1d)
4053-ARG-ISR-45817,443,Javier Milei,Israel,2025-06-09,TripEndDate: nuestra fecha=2025-06-12 vs COLT=2025-06-11 (dif. 1d)
4053-ARG-USA-45903,446,Javier Milei,United States,2025-09-03,TripEndDate: nuestra fecha=2025-09-05 vs COLT=2025-09-06 (dif. 1d)
4053-ARG-USA-45922,448,Javier Milei,United States,2025-09-23,TripStartDate: nuestra fecha=2025-09-23 vs COLT=2025-09-22 (dif. 1d) | TripEndDate: nuestra fecha=2025-09-24 vs COLT=2025-09-26 (dif. 2d)
4053-ARG-USA-45943,449,Javier Milei,United States,2025-10-14,TripStartDate: nuestra fecha=2025-10-14 vs COLT=2025-10-13 (dif. 1d)
4053-ARG-USA-45967,450,Javier Milei,United States,2025-11-05,TripStartDate: nuestra fecha=2025-11-05 vs COLT=2025-11-06 (dif. 1d)
4053-ARG-NOR-46000,452,Javier Milei,Norway,2025-12-09,TripEndDate: nuestra fecha=2025-12-11 vs COLT=2025-12-10 (dif. 1d)
994-BRA-PRT-36593,466,Fernando Henrique Cardoso,Portugal,2000-03-07,TripStartDate: nuestra fecha=2000-03-07 vs COLT=2000-03-08 (dif. 1d) | TripEndDate: nuestra fecha=2000-03-08 vs COLT=2000-03-09 (dif. 1d)
994-BRA-CHL-36594,467,Fernando Henrique Cardoso,Chile,2000-03-11,TripStartDate: nuestra fecha=2000-03-11 vs COLT=2000-03-09 (dif. 2d) | TripEndDate: nuestra fecha=2000-03-11 vs COLT=2000-03-12 (dif. 1d)
994-BRA-COL-36692,469,Fernando Henrique Cardoso,Colombia,2000-06-15,TripEndDate: nuestra fecha=2000-06-17 vs COLT=2000-06-15 (dif. 2d)
994-BRA-DEU-36676,470,Fernando Henrique Cardoso,Germany,2000-05-31,TripStartDate: nuestra fecha=2000-05-31 vs COLT=2000-05-30 (dif. 1d) | TripEndDate: nuestra fecha=2000-06-02 vs COLT=2000-06-03 (dif. 1d)
994-BRA-MEX-36859,473,Fernando Henrique Cardoso,Mexico,2000-11-30,TripStartDate: nuestra fecha=2000-11-30 vs COLT=2000-11-29 (dif. 1d) | TripEndDate: nuestra fecha=2000-12-01 vs COLT=2000-12-02 (dif. 1d)
994-BRA-KOR-36906,474,Fernando Henrique Cardoso,South Korea,2001-01-19,TripStartDate: nuestra fecha=2001-01-19 vs COLT=2001-01-15 (dif. 4d) | TripEndDate: nuestra fecha=2001-01-21 vs COLT=2001-01-20 (dif. 1d)
994-BRA-CAN-37000,476,Fernando Henrique Cardoso,Canada,2001-04-20,TripStartDate: nuestra fecha=2001-04-20 vs COLT=2001-04-19 (dif. 1d)
994-BRA-PER-37099,477,Fernando Henrique Cardoso,Peru,2001-07-28,TripStartDate: nuestra fecha=2001-07-28 vs COLT=2001-07-27 (dif. 1d)
994-BRA-VEN-37116,478,Fernando Henrique Cardoso,Venezuela,2001-08-12,TripStartDate: nuestra fecha=2001-08-12 vs COLT=2001-08-13 (dif. 1d)
994-BRA-ECU-37164,479,Fernando Henrique Cardoso,Ecuador,2001-09-27,TripStartDate: nuestra fecha=2001-09-27 vs COLT=2001-09-30 (dif. 3d) | TripEndDate: nuestra fecha=2001-09-28 vs COLT=2001-10-02 (dif. 4d)
994-BRA-ESP-37189,480,Fernando Henrique Cardoso,Spain,2001-10-25,TripEndDate: nuestra fecha=2001-10-27 vs COLT=2001-11-01 (dif. 5d)
994-BRA-FRA-37193,481,Fernando Henrique Cardoso,France,2001-10-27,TripStartDate: nuestra fecha=2001-10-27 vs COLT=2001-10-29 (dif. 2d)
994-BRA-USA-37202,482,Fernando Henrique Cardoso,United States,2001-11-08,TripStartDate: nuestra fecha=2001-11-08 vs COLT=2001-11-07 (dif. 1d) | TripEndDate: nuestra fecha=2001-11-09 vs COLT=2001-11-11 (dif. 2d)
994-BRA-RUS-37268,483,Fernando Henrique Cardoso,Russia,2002-01-13,TripStartDate: nuestra fecha=2002-01-13 vs COLT=2002-01-12 (dif. 1d) | TripEndDate: nuestra fecha=2002-01-15 vs COLT=2002-01-16 (dif. 1d)
994-BRA-SWE-37309,484,Fernando Henrique Cardoso,Sweden,2002-02-20,TripStartDate: nuestra fecha=2002-02-20 vs COLT=2002-02-22 (dif. 2d) | TripEndDate: nuestra fecha=2002-02-21 vs COLT=2002-02-24 (dif. 3d)
994-BRA-POL-37312,485,Fernando Henrique Cardoso,Poland,2002-02-25,TripEndDate: nuestra fecha=2002-02-25 vs COLT=2002-02-26 (dif. 1d)
994-BRA-ZAF-37500,489,Fernando Henrique Cardoso,South Africa,2002-08-31,TripStartDate: nuestra fecha=2002-08-31 vs COLT=2002-09-01 (dif. 1d) | TripEndDate: nuestra fecha=2002-09-02 vs COLT=2002-09-05 (dif. 3d)
994-BRA-PRT-37569,490,Fernando Henrique Cardoso,Portugal,2002-11-11,TripStartDate: nuestra fecha=2002-11-11 vs COLT=2002-11-09 (dif. 2d) | TripEndDate: nuestra fecha=2002-11-12 vs COLT=2002-11-13 (dif. 1d)
994-BRA-USA-37597,491,Fernando Henrique Cardoso,United States,2002-12-08,TripStartDate: nuestra fecha=2002-12-08 vs COLT=2002-12-07 (dif. 1d) | TripEndDate: nuestra fecha=2002-12-10 vs COLT=2002-12-12 (dif. 2d)
1780-BRA-CHE-37645,493,Luiz Inácio Lula da Silva,Switzerland,2003-01-25,TripStartDate: nuestra fecha=2003-01-25 vs COLT=2003-01-24 (dif. 1d) | TripEndDate: nuestra fecha=2003-01-26 vs COLT=2003-01-27 (dif. 1d)
1780-BRA-DEU-37649,494,Luiz Inácio Lula da Silva,Germany,2003-01-27,TripStartDate: nuestra fecha=2003-01-27 vs COLT=2003-01-28 (dif. 1d) | TripEndDate: nuestra fecha=2003-01-27 vs COLT=2003-01-28 (dif. 1d)
1780-BRA-FRA-37650,495,Luiz Inácio Lula da Silva,France,2003-01-28,TripStartDate: nuestra fecha=2003-01-28 vs COLT=2003-01-29 (dif. 1d) | TripEndDate: nuestra fecha=2003-01-28 vs COLT=2003-01-29 (dif. 1d)
1780-BRA-PER-37763,496,Luiz Inácio Lula da Silva,Peru,2003-05-22,TripEndDate: nuestra fecha=2003-05-24 vs COLT=2003-05-25 (dif. 1d)
1780-BRA-FRA-37772,497,Luiz Inácio Lula da Silva,France,2003-06-01,TripStartDate: nuestra fecha=2003-06-01 vs COLT=2003-05-31 (dif. 1d) | TripEndDate: nuestra fecha=2003-06-03 vs COLT=2003-06-02 (dif. 1d)
1780-BRA-USA-37791,498,Luiz Inácio Lula da Silva,United States,2003-06-20,TripStartDate: nuestra fecha=2003-06-20 vs COLT=2003-06-19 (dif. 1d)
1780-BRA-USA-37888,499,Luiz Inácio Lula da Silva,United States,2003-09-23,TripStartDate: nuestra fecha=2003-09-23 vs COLT=2003-09-24 (dif. 1d) | TripEndDate: nuestra fecha=2003-09-23 vs COLT=2003-09-25 (dif. 2d)
1780-BRA-NAM-37931,504,Luiz Inácio Lula da Silva,Namibia,2003-11-06,TripEndDate: nuestra fecha=2003-11-06 vs COLT=2003-11-07 (dif. 1d)
1780-BRA-BOL-37939,506,Luiz Inácio Lula da Silva,Bolivia,2003-11-14,TripEndDate: nuestra fecha=2003-11-15 vs COLT=2003-11-14 (dif. 1d)
1780-BRA-LBN-37959,508,Luiz Inácio Lula da Silva,Lebanon,2003-12-05,TripStartDate: nuestra fecha=2003-12-05 vs COLT=2003-12-04 (dif. 1d)
1780-BRA-ARE-37961,509,Luiz Inácio Lula da Silva,United Arab Emirates,2003-12-07,TripStartDate: nuestra fecha=2003-12-07 vs COLT=2003-12-06 (dif. 1d)
1780-BRA-LBY-37964,511,Luiz Inácio Lula da Silva,Libya,2003-12-10,TripStartDate: nuestra fecha=2003-12-10 vs COLT=2003-12-09 (dif. 1d) | TripEndDate: nuestra fecha=2003-12-11 vs COLT=2003-12-10 (dif. 1d)
1780-BRA-MEX-37998,513,Luiz Inácio Lula da Silva,Mexico,2004-01-11,TripStartDate: nuestra fecha=2004-01-11 vs COLT=2004-01-12 (dif. 1d) | TripEndDate: nuestra fecha=2004-01-14 vs COLT=2004-01-13 (dif. 1d)
1780-BRA-IND-38011,514,Luiz Inácio Lula da Silva,India,2004-01-24,TripStartDate: nuestra fecha=2004-01-24 vs COLT=2004-01-25 (dif. 1d)
1780-BRA-CHE-38014,515,Luiz Inácio Lula da Silva,Switzerland,2004-01-29,TripStartDate: nuestra fecha=2004-01-29 vs COLT=2004-01-28 (dif. 1d)
1780-BRA-VEN-38043,516,Luiz Inácio Lula da Silva,Venezuela,2004-02-26,TripEndDate: nuestra fecha=2004-02-28 vs COLT=2004-02-27 (dif. 1d)
1780-BRA-CHN-38129,517,Luiz Inácio Lula da Silva,China,2004-05-21,TripStartDate: nuestra fecha=2004-05-21 vs COLT=2004-05-22 (dif. 1d) | TripEndDate: nuestra fecha=2004-05-27 vs COLT=2004-05-25 (dif. 2d)
1780-BRA-MEX-38134,518,Luiz Inácio Lula da Silva,Mexico,2004-05-28,TripStartDate: nuestra fecha=2004-05-28 vs COLT=2004-05-27 (dif. 1d) | TripEndDate: nuestra fecha=2004-05-29 vs COLT=2004-05-28 (dif. 1d)
1780-BRA-GAB-38195,521,Luiz Inácio Lula da Silva,Gabon,2004-07-27,TripEndDate: nuestra fecha=2004-07-27 vs COLT=2004-07-28 (dif. 1d)
1780-BRA-PER-38329,525,Luiz Inácio Lula da Silva,Peru,2004-12-07,TripStartDate: nuestra fecha=2004-12-07 vs COLT=2004-12-08 (dif. 1d) | TripEndDate: nuestra fecha=2004-12-09 vs COLT=2004-12-08 (dif. 1d)
1780-BRA-URY-38412,526,Luiz Inácio Lula da Silva,Uruguay,2005-03-01,TripEndDate: nuestra fecha=2005-03-01 vs COLT=2005-03-02 (dif. 1d)
1780-BRA-KOR-38495,527,Luiz Inácio Lula da Silva,South Korea,2005-05-24,TripStartDate: nuestra fecha=2005-05-24 vs COLT=2005-05-23 (dif. 1d) | TripEndDate: nuestra fecha=2005-05-26 vs COLT=2005-05-25 (dif. 1d)
1780-BRA-PRT-38637,528,Luiz Inácio Lula da Silva,Portugal,2005-10-13,TripStartDate: nuestra fecha=2005-10-13 vs COLT=2005-10-12 (dif. 1d)
1780-BRA-ESP-38638,529,Luiz Inácio Lula da Silva,Spain,2005-10-14,TripStartDate: nuestra fecha=2005-10-14 vs COLT=2005-10-13 (dif. 1d)
1780-BRA-ITA-38640,530,Luiz Inácio Lula da Silva,Italy,2005-10-16,TripStartDate: nuestra fecha=2005-10-16 vs COLT=2005-10-15 (dif. 1d)
1780-BRA-COL-38699,535,Luiz Inácio Lula da Silva,Colombia,2005-12-13,TripEndDate: nuestra fecha=2005-12-15 vs COLT=2005-12-14 (dif. 1d)
1780-BRA-RUS-38913,538,Luiz Inácio Lula da Silva,Russia,2006-07-17,TripStartDate: nuestra fecha=2006-07-17 vs COLT=2006-07-15 (dif. 2d)
1780-BRA-NGA-39049,541,Luiz Inácio Lula da Silva,Nigeria,2006-11-30,TripStartDate: nuestra fecha=2006-11-30 vs COLT=2006-11-28 (dif. 2d)
1780-BRA-USA-39171,544,Luiz Inácio Lula da Silva,United States,2007-03-31,TripStartDate: nuestra fecha=2007-03-31 vs COLT=2007-03-30 (dif. 1d)
1780-BRA-DEU-39238,546,Luiz Inácio Lula da Silva,Germany,2007-06-07,TripStartDate: nuestra fecha=2007-06-07 vs COLT=2007-06-05 (dif. 2d)
1780-BRA-PRT-39267,547,Luiz Inácio Lula da Silva,Portugal,2007-07-04,TripEndDate: nuestra fecha=2007-07-04 vs COLT=2007-07-05 (dif. 1d)
1780-BRA-SWE-39336,548,Luiz Inácio Lula da Silva,Sweden,2007-09-11,TripEndDate: nuestra fecha=2007-09-11 vs COLT=2007-09-12 (dif. 1d)
1780-BRA-DNK-39337,549,Luiz Inácio Lula da Silva,Denmark,2007-09-12,TripEndDate: nuestra fecha=2007-09-12 vs COLT=2007-09-13 (dif. 1d)
1780-BRA-NOR-39338,550,Luiz Inácio Lula da Silva,Norway,2007-09-13,TripEndDate: nuestra fecha=2007-09-13 vs COLT=2007-09-14 (dif. 1d)
1780-BRA-USA-39349,551,Luiz Inácio Lula da Silva,United States,2007-09-25,TripStartDate: nuestra fecha=2007-09-25 vs COLT=2007-09-24 (dif. 1d)
1780-BRA-AGO-39372,555,Luiz Inácio Lula da Silva,Angola,2007-10-18,TripStartDate: nuestra fecha=2007-10-18 vs COLT=2007-10-17 (dif. 1d)
1780-BRA-JPN-39636,557,Luiz Inácio Lula da Silva,Japan,2008-07-08,TripStartDate: nuestra fecha=2008-07-08 vs COLT=2008-07-07 (dif. 1d)
1780-BRA-VNM-39639,558,Luiz Inácio Lula da Silva,Vietnam,2008-07-09,TripStartDate: nuestra fecha=2008-07-09 vs COLT=2008-07-10 (dif. 1d)
1780-BRA-IDN-39641,560,Luiz Inácio Lula da Silva,Indonesia,2008-07-11,TripStartDate: nuestra fecha=2008-07-11 vs COLT=2008-07-12 (dif. 1d)
1780-BRA-BOL-39647,561,Luiz Inácio Lula da Silva,Bolivia,2008-07-18,TripEndDate: nuestra fecha=2008-07-18 vs COLT=2008-07-19 (dif. 1d)
1780-BRA-PRT-39653,563,Luiz Inácio Lula da Silva,Portugal,2008-07-24,TripEndDate: nuestra fecha=2008-07-25 vs COLT=2008-07-26 (dif. 1d)
1780-BRA-CHN-39666,565,Luiz Inácio Lula da Silva,China,2008-08-05,TripStartDate: nuestra fecha=2008-08-05 vs COLT=2008-08-06 (dif. 1d) | TripEndDate: nuestra fecha=2008-08-08 vs COLT=2008-08-09 (dif. 1d)
1780-BRA-USA-39712,568,Luiz Inácio Lula da Silva,United States,2008-09-21,TripEndDate: nuestra fecha=2008-09-25 vs COLT=2008-09-24 (dif. 1d)
1780-BRA-ESP-39733,569,Luiz Inácio Lula da Silva,Spain,2008-10-12,TripEndDate: nuestra fecha=2008-10-14 vs COLT=2008-10-13 (dif. 1d)
1780-BRA-SLV-39750,572,Luiz Inácio Lula da Silva,El Salvador,2008-10-29,TripEndDate: nuestra fecha=2008-10-31 vs COLT=2008-10-30 (dif. 1d)
1780-BRA-USA-39765,573,Luiz Inácio Lula da Silva,United States,2008-11-14,TripStartDate: nuestra fecha=2008-11-14 vs COLT=2008-11-13 (dif. 1d) | TripEndDate: nuestra fecha=2008-11-15 vs COLT=2008-11-14 (dif. 1d)
1780-BRA-USA-39885,574,Luiz Inácio Lula da Silva,United States,2009-03-14,TripStartDate: nuestra fecha=2009-03-14 vs COLT=2009-03-13 (dif. 1d) | TripEndDate: nuestra fecha=2009-03-14 vs COLT=2009-03-16 (dif. 2d)
1780-BRA-QAT-39901,575,Luiz Inácio Lula da Silva,Qatar,2009-03-30,TripStartDate: nuestra fecha=2009-03-30 vs COLT=2009-03-29 (dif. 1d)
1780-BRA-GBR-39904,576,Luiz Inácio Lula da Silva,United Kingdom,2009-04-01,TripEndDate: nuestra fecha=2009-04-02 vs COLT=2009-04-03 (dif. 1d)
1780-BRA-CHE-39977,581,Luiz Inácio Lula da Silva,Switzerland,2009-06-15,TripStartDate: nuestra fecha=2009-06-15 vs COLT=2009-06-13 (dif. 2d)
1780-BRA-ITA-40001,583,Luiz Inácio Lula da Silva,Italy,2009-07-08,TripStartDate: nuestra fecha=2009-07-08 vs COLT=2009-07-07 (dif. 1d)
1780-BRA-USA-40077,584,Luiz Inácio Lula da Silva,United States,2009-09-23,TripStartDate: nuestra fecha=2009-09-23 vs COLT=2009-09-21 (dif. 2d) | TripEndDate: nuestra fecha=2009-09-23 vs COLT=2009-09-25 (dif. 2d)
1780-BRA-VEN-40081,585,Luiz Inácio Lula da Silva,Venezuela,2009-09-26,TripStartDate: nuestra fecha=2009-09-26 vs COLT=2009-09-25 (dif. 1d)
1780-BRA-DNK-40085,586,Luiz Inácio Lula da Silva,Denmark,2009-10-01,TripStartDate: nuestra fecha=2009-10-01 vs COLT=2009-09-29 (dif. 2d) | TripEndDate: nuestra fecha=2009-10-02 vs COLT=2009-10-03 (dif. 1d)
1780-BRA-DNK-40162,587,Luiz Inácio Lula da Silva,Denmark,2009-12-17,TripStartDate: nuestra fecha=2009-12-17 vs COLT=2009-12-15 (dif. 2d)
1780-BRA-MEX-40230,589,Luiz Inácio Lula da Silva,Mexico,2010-02-22,TripStartDate: nuestra fecha=2010-02-22 vs COLT=2010-02-21 (dif. 1d)
1780-BRA-ISR-40251,591,Luiz Inácio Lula da Silva,Israel,2010-03-15,TripStartDate: nuestra fecha=2010-03-15 vs COLT=2010-03-14 (dif. 1d)
1780-BRA-PSE-40253,592,Luiz Inácio Lula da Silva,Palestine,2010-03-17,TripStartDate: nuestra fecha=2010-03-17 vs COLT=2010-03-16 (dif. 1d)
1780-BRA-USA-40279,594,Luiz Inácio Lula da Silva,United States,2010-04-12,TripStartDate: nuestra fecha=2010-04-12 vs COLT=2010-04-11 (dif. 1d)
1780-BRA-IRN-40313,596,Luiz Inácio Lula da Silva,Iran,2010-05-16,TripStartDate: nuestra fecha=2010-05-16 vs COLT=2010-05-15 (dif. 1d)
1780-BRA-ESP-40315,597,Luiz Inácio Lula da Silva,Spain,2010-05-18,TripStartDate: nuestra fecha=2010-05-18 vs COLT=2010-05-17 (dif. 1d) | TripEndDate: nuestra fecha=2010-05-18 vs COLT=2010-05-19 (dif. 1d)
1780-BRA-KEN-40364,602,Luiz Inácio Lula da Silva,Kenya,2010-07-06,TripStartDate: nuestra fecha=2010-07-06 vs COLT=2010-07-05 (dif. 1d)
1780-BRA-ZAF-40367,605,Luiz Inácio Lula da Silva,South Africa,2010-07-09,TripStartDate: nuestra fecha=2010-07-09 vs COLT=2010-07-08 (dif. 1d) | TripEndDate: nuestra fecha=2010-07-10 vs COLT=2010-07-09 (dif. 1d)
1780-BRA-MOZ-40490,606,Luiz Inácio Lula da Silva,Mozambique,2010-11-09,TripStartDate: nuestra fecha=2010-11-09 vs COLT=2010-11-08 (dif. 1d)
2652-BRA-CHN-40643,611,Dilma Rousseff,China,2011-04-11,TripStartDate: nuestra fecha=2011-04-11 vs COLT=2011-04-10 (dif. 1d)
2652-BRA-USA-40807,612,Dilma Rousseff,United States,2011-09-19,TripStartDate: nuestra fecha=2011-09-19 vs COLT=2011-09-21 (dif. 2d) | TripEndDate: nuestra fecha=2011-09-21 vs COLT=2011-09-22 (dif. 1d)
2652-BRA-BEL-40818,613,Dilma Rousseff,Belgium,2011-10-03,TripStartDate: nuestra fecha=2011-10-03 vs COLT=2011-10-02 (dif. 1d)
2652-BRA-ZAF-40833,615,Dilma Rousseff,South Africa,2011-10-18,TripStartDate: nuestra fecha=2011-10-18 vs COLT=2011-10-17 (dif. 1d)
2652-BRA-FRA-40848,616,Dilma Rousseff,France,2011-11-03,TripStartDate: nuestra fecha=2011-11-03 vs COLT=2011-11-01 (dif. 2d) | TripEndDate: nuestra fecha=2011-11-04 vs COLT=2011-11-05 (dif. 1d)
2652-BRA-VEN-40878,617,Dilma Rousseff,Venezuela,2011-12-02,TripStartDate: nuestra fecha=2011-12-02 vs COLT=2011-12-01 (dif. 1d) | TripEndDate: nuestra fecha=2011-12-03 vs COLT=2011-12-02 (dif. 1d)
2652-BRA-IND-40995,620,Dilma Rousseff,India,2012-03-28,TripStartDate: nuestra fecha=2012-03-28 vs COLT=2012-03-27 (dif. 1d) | TripEndDate: nuestra fecha=2012-03-29 vs COLT=2012-03-31 (dif. 2d)
2652-BRA-USA-41007,621,Dilma Rousseff,United States,2012-04-09,TripStartDate: nuestra fecha=2012-04-09 vs COLT=2012-04-08 (dif. 1d) | TripEndDate: nuestra fecha=2012-04-10 vs COLT=2012-04-09 (dif. 1d)
2652-BRA-PER-41184,626,Dilma Rousseff,Peru,2012-10-01,TripStartDate: nuestra fecha=2012-10-01 vs COLT=2012-10-02 (dif. 1d)
2652-BRA-CHL-41300,627,Dilma Rousseff,Chile,2013-01-26,TripEndDate: nuestra fecha=2013-01-28 vs COLT=2013-01-26 (dif. 2d)
2652-BRA-ETH-41418,630,Dilma Rousseff,Ethiopia,2013-05-25,TripStartDate: nuestra fecha=2013-05-25 vs COLT=2013-05-24 (dif. 1d)
2652-BRA-RUS-41520,631,Dilma Rousseff,Russia,2013-09-05,TripStartDate: nuestra fecha=2013-09-05 vs COLT=2013-09-03 (dif. 2d)
2652-BRA-USA-41540,632,Dilma Rousseff,United States,2013-09-24,TripStartDate: nuestra fecha=2013-09-24 vs COLT=2013-09-23 (dif. 1d) | TripEndDate: nuestra fecha=2013-09-24 vs COLT=2013-09-25 (dif. 1d)
2652-BRA-CUB-41666,634,Dilma Rousseff,Cuba,2014-01-27,TripEndDate: nuestra fecha=2014-01-29 vs COLT=2014-01-28 (dif. 1d)
2652-BRA-USA-41905,636,Dilma Rousseff,United States,2014-09-24,TripStartDate: nuestra fecha=2014-09-24 vs COLT=2014-09-23 (dif. 1d)
2652-BRA-AUS-41956,637,Dilma Rousseff,Australia,2014-11-15,TripStartDate: nuestra fecha=2014-11-15 vs COLT=2014-11-13 (dif. 2d)
2652-BRA-PAN-42104,640,Dilma Rousseff,Panama,2015-04-10,TripEndDate: nuestra fecha=2015-04-11 vs COLT=2015-04-10 (dif. 1d)
2652-BRA-RUS-42192,643,Dilma Rousseff,Russia,2015-07-08,TripStartDate: nuestra fecha=2015-07-08 vs COLT=2015-07-07 (dif. 1d)
2652-BRA-SWE-42295,645,Dilma Rousseff,Sweden,2015-10-19,TripStartDate: nuestra fecha=2015-10-19 vs COLT=2015-10-18 (dif. 1d)
2652-BRA-FIN-42297,646,Dilma Rousseff,Finland,2015-10-20,TripEndDate: nuestra fecha=2015-10-21 vs COLT=2015-10-20 (dif. 1d)
2652-BRA-FRA-42336,648,Dilma Rousseff,France,2015-11-30,TripStartDate: nuestra fecha=2015-11-30 vs COLT=2015-11-28 (dif. 2d)
2652-BRA-ECU-42395,650,Dilma Rousseff,Ecuador,2016-01-27,TripStartDate: nuestra fecha=2016-01-27 vs COLT=2016-01-26 (dif. 1d)
3224-BRA-USA-42633,653,Michel Temer,United States,2016-09-20,TripEndDate: nuestra fecha=2016-09-20 vs COLT=2016-09-21 (dif. 1d)
3224-BRA-JPN-42660,656,Michel Temer,Japan,2016-10-18,TripStartDate: nuestra fecha=2016-10-18 vs COLT=2016-10-17 (dif. 1d) | TripEndDate: nuestra fecha=2016-10-19 vs COLT=2016-10-18 (dif. 1d)
