"TripID","TripStartDate","Periodo5","CountryVisited","presidente_origen","ideology_origen","Mandato_asignado_inicio","Mandato_asignado_fin","ideology_destino","presidente_destino","bloque_origen","bloque_destino","misma_ideologia"
"994-BRA-BOL-36200",1999-02-09,1995,"Bolivia","Fernando Henrique Cardoso2",4.78000020980835,1997-08-06,2001-08-06,6.5,"Hugo Banzer Suarez","Centro","Derecha",FALSE
"994-BRA-BOL-36868",2000-12-08,2000,"Bolivia","Fernando Henrique Cardoso2",4.78000020980835,1997-08-06,2001-08-06,6.5,"Hugo Banzer Suarez","Centro","Derecha",FALSE
"994-BRA-BOL-37069",2001-06-27,2000,"Bolivia","Fernando Henrique Cardoso2",4.78000020980835,1997-08-06,2001-08-06,6.5,"Hugo Banzer Suarez","Centro","Derecha",FALSE
"1780-BRA-BOL-38176",2004-07-09,2000,"Bolivia","Luiz Inacio Lula da Silva1",2.44000005722046,2003-10-17,2005-06-09,4.5,"Carlos Diego Mesa Gisbert","Izquierda","Centro",FALSE
"1780-BRA-BOL-39432",2007-12-16,2005,"Bolivia","Luiz Inacio Lula da Silva2",2.55999994277954,2006-01-22,2010-01-22,2.20000004768372,"Juan Evo Morales Ayma1","Izquierda","Izquierda",TRUE
"1780-BRA-BOL-39828",2009-01-15,2005,"Bolivia","Luiz Inacio Lula da Silva2",2.55999994277954,2006-01-22,2010-01-22,2.20000004768372,"Juan Evo Morales Ayma1","Izquierda","Izquierda",TRUE
"1780-BRA-BOL-40047",2009-08-22,2005,"Bolivia","Luiz Inacio Lula da Silva2",2.55999994277954,2006-01-22,2010-01-22,2.20000004768372,"Juan Evo Morales Ayma1","Izquierda","Izquierda",TRUE
"2652-BRA-BOL-42026",2015-01-22,2015,"Bolivia","Dilma Rousseff2",2.6,2015-01-22,2019-11-10,4,"Juan Evo Morales Ayma3","Izquierda","Centro",FALSE
"2652-BRA-BOL-42360",2015-12-22,2015,"Bolivia","Dilma Rousseff2",2.6,2015-01-22,2019-11-10,4,"Juan Evo Morales Ayma3","Izquierda","Centro",FALSE
"994-BRA-CHL-34764",1995-03-06,1995,"Chile","Fernando Henrique Cardoso1",4.78000020980835,1994-03-11,2000-03-11,4.1399998664856,"Eduardo Frei Ruiz-Tagle","Centro","Centro",TRUE
"994-BRA-CHL-37332",2002-03-17,2000,"Chile","Fernando Henrique Cardoso2",4.78000020980835,2000-03-11,2006-03-11,3.5699999332428,"Ricardo Froilin Lagos Escobar","Centro","Centro",TRUE
"994-BRA-CHL-37394",2002-05-18,2000,"Chile","Fernando Henrique Cardoso2",4.78000020980835,2000-03-11,2006-03-11,3.5699999332428,"Ricardo Froilin Lagos Escobar","Centro","Centro",TRUE
"1780-BRA-CHL-37852",2003-08-19,2000,"Chile","Luiz Inacio Lula da Silva1",2.44000005722046,2000-03-11,2006-03-11,3.5699999332428,"Ricardo Froilin Lagos Escobar","Izquierda","Centro",FALSE
"1780-BRA-CHL-38221",2004-08-23,2000,"Chile","Luiz Inacio Lula da Silva1",2.44000005722046,2000-03-11,2006-03-11,3.5699999332428,"Ricardo Froilin Lagos Escobar","Izquierda","Centro",FALSE
"1780-BRA-CHL-38787",2006-03-11,2005,"Chile","Luiz Inacio Lula da Silva1",2.44000005722046,2006-03-11,2010-03-11,2.85999989509583,"Veronica Michelle Bachelet Jeria","Izquierda","Izquierda",TRUE
"1780-BRA-CHL-39899",2009-03-27,2005,"Chile","Luiz Inacio Lula da Silva2",2.55999994277954,2006-03-11,2010-03-11,2.85999989509583,"Veronica Michelle Bachelet Jeria","Izquierda","Izquierda",TRUE
"1780-BRA-CHL-40238",2010-03-01,2010,"Chile","Luiz Inacio Lula da Silva2",2.55999994277954,2006-03-11,2010-03-11,2.85999989509583,"Veronica Michelle Bachelet Jeria","Izquierda","Izquierda",TRUE
"2652-BRA-CHL-41709",2014-03-10,2010,"Chile","Dilma Rousseff",3,2010-03-11,2014-03-11,5.69999980926514,"Sebastian Pinera","Centro","Derecha",FALSE
"2652-BRA-CHL-42426",2016-02-26,2015,"Chile","Dilma Rousseff2",2.6,2014-03-11,2018-03-11,2.9,"Michelle Bachelet","Izquierda","Izquierda",TRUE
"3224-BRA-CHL-43425",2018-11-21,2015,"Chile","Michel Temmer",5.1,2018-03-11,2022-03-11,5.81,"Sebastián Piñera2","Derecha","Derecha",TRUE
"756-BRA-COL-34356",1994-01-22,1990,"Colombia","Itamar Augusto Cautiero Franco",4.44000005722046,1990-08-07,1994-08-07,5.42999982833862,"Cesar Augusto Gaviria Trujillo","Centro","Derecha",FALSE
"994-BRA-COL-35740",1997-11-07,1995,"Colombia","Fernando Henrique Cardoso1",4.78000020980835,1994-08-07,1998-08-07,4.1399998664856,"Ernesto Samper Pizano","Centro","Centro",TRUE
"994-BRA-COL-36441",1999-10-08,1995,"Colombia","Fernando Henrique Cardoso2",4.78000020980835,1998-08-07,2002-08-07,6,"Andres Pastrana Arango","Centro","Derecha",FALSE
"1780-BRA-COL-38371",2005-01-19,2005,"Colombia","Luiz Inacio Lula da Silva1",2.44000005722046,2002-08-07,2006-08-07,6.8600001335144,"Alvaro Uribe Velez1","Izquierda","Derecha",FALSE
"1780-BRA-COL-38699",2005-12-13,2005,"Colombia","Luiz Inacio Lula da Silva1",2.44000005722046,2002-08-07,2006-08-07,6.8600001335144,"Alvaro Uribe Velez1","Izquierda","Derecha",FALSE
"1780-BRA-COL-40396",2010-08-06,2010,"Colombia","Luiz Inacio Lula da Silva2",2.55999994277954,2006-08-07,2010-08-07,6.8600001335144,"Alvaro Uribe Velez2","Izquierda","Derecha",FALSE
"2652-BRA-COL-42286",2015-10-09,2015,"Colombia","Dilma Rousseff2",2.6,2014-08-07,2018-08-07,5,"Juan Manuel Santos Calderon2","Izquierda","Derecha",FALSE
"994-BRA-ECU-37164",2001-09-30,2000,"Ecuador","Fernando Henrique Cardoso2",4.78000020980835,2000-01-22,2003-01-15,6.32999992370605,"Gustavo Jose Joaquin Noboa Bejarano","Centro","Derecha",FALSE
"1780-BRA-ECU-37636",2003-01-15,2000,"Ecuador","Luiz Inacio Lula da Silva1",2.44000005722046,2003-01-15,2005-04-20,5.32999992370605,"Lucio Edwin Gutierrez Borba","Izquierda","Derecha",FALSE
"1780-BRA-ECU-38223",2004-08-24,2000,"Ecuador","Luiz Inacio Lula da Silva1",2.44000005722046,2003-01-15,2005-04-20,5.32999992370605,"Lucio Edwin Gutierrez Borba","Izquierda","Derecha",FALSE
"1780-BRA-PRY-37847",2003-08-14,2000,"Paraguay","Luiz Inacio Lula da Silva1",2.44000005722046,1999-03-28,2003-08-15,5.75,"Luis Angel Gonzalez Macchi","Izquierda","Derecha",FALSE
"1780-BRA-PRY-37908",2003-10-14,2000,"Paraguay","Luiz Inacio Lula da Silva1",2.44000005722046,2003-08-15,2008-08-15,3.79999995231628,"Oscar Nicanor Duarte Frutos","Izquierda","Centro",FALSE
"1780-BRA-PRY-39192",2007-04-20,2005,"Paraguay","Luiz Inacio Lula da Silva2",2.55999994277954,2003-08-15,2008-08-15,3.79999995231628,"Oscar Nicanor Duarte Frutos","Izquierda","Centro",FALSE
"1780-BRA-PRY-39222",2007-05-20,2005,"Paraguay","Luiz Inacio Lula da Silva2",2.55999994277954,2003-08-15,2008-08-15,3.79999995231628,"Oscar Nicanor Duarte Frutos","Izquierda","Centro",FALSE
"1780-BRA-PRY-40389",2010-07-30,2010,"Paraguay","Luiz Inacio Lula da Silva2",2.55999994277954,2008-08-15,2012-06-22,2.59999990463257,"Fernando Armindo Lugo Mendez","Izquierda","Izquierda",TRUE
"3224-BRA-PRY-43455",2018-12-21,2015,"Paraguay","Michel Temmer",5.1,2018-08-15,2023-08-15,6.6,"Mario Abdo Beníte","Derecha","Derecha",TRUE
"994-BRA-PER-36361",1999-07-20,1995,"Peru","Fernando Henrique Cardoso2",4.78000020980835,1995-07-28,2000-07-28,5.44000005722046,"Alberto Kenya Fujimori Fujimori2","Centro","Derecha",FALSE
"1780-BRA-PER-37857",2003-08-24,2000,"Peru","Luiz Inacio Lula da Silva1",2.44000005722046,2001-07-28,2006-07-28,4.67000007629395,"Alejandro Celestino Toledo Manrique","Izquierda","Centro",FALSE
"1780-BRA-PER-38925",2006-07-27,2005,"Peru","Luiz Inacio Lula da Silva1",2.44000005722046,2001-07-28,2006-07-28,4.67000007629395,"Alejandro Celestino Toledo Manrique","Izquierda","Centro",FALSE
"1780-BRA-PER-40157",2009-12-10,2005,"Peru","Luiz Inacio Lula da Silva2",2.55999994277954,2006-07-28,2011-07-28,5.67000007629395,"Alan Gabriel Ludwig Garcia Perez2","Izquierda","Derecha",FALSE
"1780-BRA-PER-40522",2010-12-10,2010,"Peru","Luiz Inacio Lula da Silva2",2.55999994277954,2006-07-28,2011-07-28,5.67000007629395,"Alan Gabriel Ludwig Garcia Perez2","Izquierda","Derecha",FALSE
"2652-BRA-PER-40752",2011-07-28,2010,"Peru","Dilma Rousseff",3,2011-07-28,2016-07-28,4.55999994277954,"Ollanta Moises Humala Tasso","Centro","Centro",TRUE
"2652-BRA-PER-41589",2013-11-11,2010,"Peru","Dilma Rousseff",3,2011-07-28,2016-07-28,4.55999994277954,"Ollanta Moises Humala Tasso","Centro","Centro",TRUE
"994-BRA-URY-34759",1995-03-01,1995,"Uruguay","Fernando Henrique Cardoso1",4.78000020980835,1995-03-01,2000-03-01,4.82000017166138,"Julio Maria Sanguinetti Coirolo2","Centro","Centro",TRUE
"994-BRA-URY-35554",1997-05-04,1995,"Uruguay","Fernando Henrique Cardoso1",4.78000020980835,1995-03-01,2000-03-01,4.82000017166138,"Julio Maria Sanguinetti Coirolo2","Centro","Centro",TRUE
"994-BRA-URY-37488",2002-08-20,2000,"Uruguay","Fernando Henrique Cardoso2",4.78000020980835,2000-03-01,2005-03-01,5.44999980926514,"Jorge Luis Batlle Ibanez","Centro","Derecha",FALSE
"1780-BRA-URY-39108",2007-01-26,2005,"Uruguay","Luiz Inacio Lula da Silva2",2.55999994277954,2005-03-01,2010-03-01,3,"Tabare Ramon Vazquez Rosas","Izquierda","Centro",FALSE
"1780-BRA-URY-40302",2010-05-04,2010,"Uruguay","Luiz Inacio Lula da Silva2",2.55999994277954,2010-03-01,2015-03-01,2.5,"Jose Alberto Mujica Cordano","Izquierda","Izquierda",TRUE
"1780-BRA-URY-40389",2010-07-30,2010,"Uruguay","Luiz Inacio Lula da Silva2",2.55999994277954,2010-03-01,2015-03-01,2.5,"Jose Alberto Mujica Cordano","Izquierda","Izquierda",TRUE
"2652-BRA-URY-40693",2011-05-30,2010,"Uruguay","Dilma Rousseff",3,2010-03-01,2015-03-01,2.5,"Jose Alberto Mujica Cordano","Centro","Izquierda",FALSE
"2652-BRA-URY-42063",2015-02-28,2015,"Uruguay","Dilma Rousseff2",2.6,2010-03-01,2015-03-01,2.5,"Jose Alberto Mujica Cordano","Izquierda","Izquierda",TRUE
"756-BRA-VEN-34396",1994-03-04,1990,"Venezuela","Itamar Augusto Cautiero Franco",4.44000005722046,1994-02-02,1999-02-02,4.13000011444092,"Rafael Antonio Caldera Rodriguez","Centro","Centro",TRUE
"994-BRA-VEN-34884",1995-07-04,1995,"Venezuela","Fernando Henrique Cardoso1",4.78000020980835,1994-02-02,1999-02-02,4.13000011444092,"Rafael Antonio Caldera Rodriguez","Centro","Centro",TRUE
"994-BRA-VEN-36122",1998-11-23,1995,"Venezuela","Fernando Henrique Cardoso1",4.78000020980835,1994-02-02,1999-02-02,4.13000011444092,"Rafael Antonio Caldera Rodriguez","Centro","Centro",TRUE
"994-BRA-VEN-36622",2000-04-06,2000,"Venezuela","Fernando Henrique Cardoso2",4.78000020980835,1999-02-02,2000-08-19,2.13000011444092,"Hugo Chavez1","Centro","Izquierda",FALSE
"1780-BRA-VEN-38365",2005-01-13,2005,"Venezuela","Luiz Inacio Lula da Silva1",2.44000005722046,2000-08-19,2007-01-10,1.62999999523163,"Hugo Chavez2","Izquierda","Izquierda",TRUE
"1780-BRA-VEN-38396",2005-02-13,2005,"Venezuela","Luiz Inacio Lula da Silva1",2.44000005722046,2000-08-19,2007-01-10,1.62999999523163,"Hugo Chavez2","Izquierda","Izquierda",TRUE
"1780-BRA-VEN-39033",2006-11-12,2005,"Venezuela","Luiz Inacio Lula da Silva1",2.44000005722046,2000-08-19,2007-01-10,1.62999999523163,"Hugo Chavez2","Izquierda","Izquierda",TRUE
"1780-BRA-VEN-39188",2007-04-16,2005,"Venezuela","Luiz Inacio Lula da Silva2",2.55999994277954,2007-01-10,2013-03-05,1.25,"Hugo Chavez3","Izquierda","Izquierda",TRUE
"1780-BRA-VEN-39429",2007-12-13,2005,"Venezuela","Luiz Inacio Lula da Silva2",2.55999994277954,2007-01-10,2013-03-05,1.25,"Hugo Chavez3","Izquierda","Izquierda",TRUE
"1780-BRA-VEN-39626",2008-06-27,2005,"Venezuela","Luiz Inacio Lula da Silva2",2.55999994277954,2007-01-10,2013-03-05,1.25,"Hugo Chavez3","Izquierda","Izquierda",TRUE
"1780-BRA-VEN-39828",2009-01-15,2005,"Venezuela","Luiz Inacio Lula da Silva2",2.55999994277954,2007-01-10,2013-03-05,1.25,"Hugo Chavez3","Izquierda","Izquierda",TRUE
"1780-BRA-VEN-40115",2009-10-29,2005,"Venezuela","Luiz Inacio Lula da Silva2",2.55999994277954,2007-01-10,2013-03-05,1.25,"Hugo Chavez3","Izquierda","Izquierda",TRUE
"2652-BRA-VEN-41383",2013-04-19,2010,"Venezuela","Dilma Rousseff",3,2013-04-19,2019-01-10,1.37999999523163,"Nicolas Maduro Moros","Centro","Izquierda",FALSE
"907-CHL-ARG-35179",1996-04-24,1995,"Argentina","Eduardo Frei Ruiz-Tagle",4.1399998664856,1995-07-08,1999-12-10,6.30000019073486,"Carlos Saul Menem2","Centro","Derecha",FALSE
"907-CHL-ARG-35649",1997-08-07,1995,"Argentina","Eduardo Frei Ruiz-Tagle",4.1399998664856,1995-07-08,1999-12-10,6.30000019073486,"Carlos Saul Menem2","Centro","Derecha",FALSE
"907-CHL-ARG-36144",1998-12-15,1995,"Argentina","Eduardo Frei Ruiz-Tagle",4.1399998664856,1995-07-08,1999-12-10,6.30000019073486,"Carlos Saul Menem2","Centro","Derecha",FALSE
"907-CHL-ARG-36207",1999-02-16,1995,"Argentina","Eduardo Frei Ruiz-Tagle",4.1399998664856,1995-07-08,1999-12-10,6.30000019073486,"Carlos Saul Menem2","Centro","Derecha",FALSE
"1516-CHL-ARG-36663",2000-05-17,2000,"Argentina","Ricardo Froilin Lagos Escobar",3.5699999332428,1999-12-10,2001-12-20,5.90000009536743,"Fernando de la Rua","Centro","Derecha",FALSE
"1516-CHL-ARG-37860",2003-08-27,2000,"Argentina","Ricardo Froilin Lagos Escobar",3.5699999332428,2003-05-25,2007-12-10,2.79999995231628,"Nestor Carlos Kirchner","Centro","Izquierda",FALSE
"2134-CHL-ARG-38797",2006-03-21,2005,"Argentina","Veronica Michelle Bachelet Jeria",2.85999989509583,2003-05-25,2007-12-10,2.79999995231628,"Nestor Carlos Kirchner","Izquierda","Izquierda",TRUE
"2134-CHL-ARG-39425",2007-12-09,2005,"Argentina","Veronica Michelle Bachelet Jeria",2.85999989509583,2003-05-25,2007-12-10,2.79999995231628,"Nestor Carlos Kirchner","Izquierda","Izquierda",TRUE
"2134-CHL-ARG-40235",2010-02-26,2010,"Argentina","Veronica Michelle Bachelet Jeria",2.85999989509583,2007-12-10,2011-12-10,2.5,"Cristina Fernandez1","Izquierda","Izquierda",TRUE
"2556-CHL-ARG-40276",2010-04-08,2010,"Argentina","Sebastian Pinera",5.69999980926514,2007-12-10,2011-12-10,2.5,"Cristina Fernandez1","Derecha","Izquierda",FALSE
"2134-CHL-ARG-41771",2014-05-12,2010,"Argentina","Michelle Bachelet",2.9,2011-12-10,2015-12-10,1.89999997615814,"Cristina Fernandez2","Izquierda","Izquierda",TRUE
"2556-CHL-ARG-43216",2018-04-25,2015,"Argentina","Sebastián Piñera2",5.81,2015-12-10,2019-12-10,6.3,"Mauricio Macri","Derecha","Derecha",TRUE
"2556-CHL-ARG-43738",2019-09-30,2015,"Argentina","Sebastián Piñera2",5.81,2015-12-10,2019-12-10,6.3,"Mauricio Macri","Derecha","Derecha",TRUE
"1516-CHL-BOL-38739",2006-01-22,2005,"Bolivia","Ricardo Froilin Lagos Escobar",3.5699999332428,2006-01-22,2010-01-22,2.20000004768372,"Juan Evo Morales Ayma1","Centro","Izquierda",FALSE
"907-CHL-BRA-34701",1995-01-01,1995,"Brazil","Eduardo Frei Ruiz-Tagle",4.1399998664856,1995-01-01,1999-01-01,4.78000020980835,"Fernando Henrique Cardoso1","Centro","Centro",TRUE
"907-CHL-BRA-35148",1996-03-24,1995,"Brazil","Eduardo Frei Ruiz-Tagle",4.1399998664856,1995-01-01,1999-01-01,4.78000020980835,"Fernando Henrique Cardoso1","Centro","Centro",TRUE
"1516-CHL-BRA-36719",2000-07-12,2000,"Brazil","Ricardo Froilin Lagos Escobar",3.5699999332428,1999-01-01,2003-01-01,4.78000020980835,"Fernando Henrique Cardoso2","Centro","Centro",TRUE
"1516-CHL-BRA-37851",2003-08-19,2000,"Brazil","Ricardo Froilin Lagos Escobar",3.5699999332428,2003-01-01,2007-01-01,2.44000005722046,"Luiz Inacio Lula da Silva1","Centro","Izquierda",FALSE
"1516-CHL-BRA-38460",2005-04-18,2005,"Brazil","Ricardo Froilin Lagos Escobar",3.5699999332428,2003-01-01,2007-01-01,2.44000005722046,"Luiz Inacio Lula da Silva1","Centro","Izquierda",FALSE
"2134-CHL-BRA-38817",2006-04-10,2005,"Brazil","Veronica Michelle Bachelet Jeria",2.85999989509583,2003-01-01,2007-01-01,2.44000005722046,"Luiz Inacio Lula da Silva1","Izquierda","Izquierda",TRUE
"2556-CHL-BRA-40276",2010-04-08,2010,"Brazil","Sebastian Pinera",5.69999980926514,2007-01-01,2011-01-01,2.55999994277954,"Luiz Inacio Lula da Silva2","Derecha","Izquierda",FALSE
"2556-CHL-BRA-43217",2018-04-27,2015,"Brazil","Sebastián Piñera2",5.81,2016-08-31,2019-01-01,5.1,"Michel Temmer","Derecha","Derecha",TRUE
"2556-CHL-BRA-43466",2019-01-01,2015,"Brazil","Sebastián Piñera2",5.81,2019-01-01,2023-01-01,6.6,"Jair Messias Bolsonaro","Derecha","Derecha",TRUE
"2556-CHL-BRA-43705",2019-08-28,2015,"Brazil","Sebastián Piñera2",5.81,2019-01-01,2023-01-01,6.6,"Jair Messias Bolsonaro","Derecha","Derecha",TRUE
"907-CHL-COL-36399",1999-08-27,1995,"Colombia","Eduardo Frei Ruiz-Tagle",4.1399998664856,1998-08-07,2002-08-07,6,"Andres Pastrana Arango","Centro","Derecha",FALSE
"1516-CHL-COL-37596",2002-12-06,2000,"Colombia","Ricardo Froilin Lagos Escobar",3.5699999332428,2002-08-07,2006-08-07,6.8600001335144,"Alvaro Uribe Velez1","Centro","Derecha",FALSE
"1516-CHL-COL-38463",2005-04-21,2005,"Colombia","Ricardo Froilin Lagos Escobar",3.5699999332428,2002-08-07,2006-08-07,6.8600001335144,"Alvaro Uribe Velez1","Centro","Derecha",FALSE
"2134-CHL-COL-39190",2007-04-18,2005,"Colombia","Veronica Michelle Bachelet Jeria",2.85999989509583,2006-08-07,2010-08-07,6.8600001335144,"Alvaro Uribe Velez2","Izquierda","Derecha",FALSE
"2556-CHL-COL-40505",2010-11-23,2010,"Colombia","Sebastian Pinera",5.69999980926514,2010-08-07,2014-08-07,4.57000017166138,"Juan Manuel Santos Calderon","Derecha","Centro",FALSE
"2556-CHL-COL-43319",2018-08-07,2015,"Colombia","Sebastián Piñera2",5.81,2018-08-07,2022-08-07,6,"Iván Duque Márquez","Derecha","Derecha",TRUE
"2556-CHL-COL-43518",2019-02-22,2015,"Colombia","Sebastián Piñera2",5.81,2018-08-07,2022-08-07,6,"Iván Duque Márquez","Derecha","Derecha",TRUE
"2556-CHL-COL-44463",2021-09-24,2020,"Colombia","Sebastián Piñera2",5.81,2018-08-07,2022-08-07,6,"Iván Duque Márquez","Derecha","Derecha",TRUE
"907-CHL-ECU-36401",1999-08-29,1995,"Ecuador","Eduardo Frei Ruiz-Tagle",4.1399998664856,1998-08-10,2000-01-21,6.17000007629395,"Jorge Jamil Mahuad Witt","Centro","Derecha",FALSE
"1516-CHL-ECU-38687",2005-12-01,2005,"Ecuador","Ricardo Froilin Lagos Escobar",3.5699999332428,2005-04-20,2007-01-15,4.5,"Luis Alfredo Palacio Gonzalez","Centro","Centro",TRUE
"2134-CHL-ECU-38937",2006-08-08,2005,"Ecuador","Veronica Michelle Bachelet Jeria",2.85999989509583,2005-04-20,2007-01-15,4.5,"Luis Alfredo Palacio Gonzalez","Izquierda","Centro",FALSE
"2556-CHL-ECU-40396",2010-08-06,2010,"Ecuador","Sebastian Pinera",5.69999980926514,2009-08-10,2013-05-24,2.82999992370606,"Rafael Vicente Correa Delgado2","Derecha","Izquierda",FALSE
"2134-CHL-ECU-43037",2017-10-29,2015,"Ecuador","Michelle Bachelet",2.9,2017-05-24,2021-05-24,6,"Lenín Moreno Garcés","Izquierda","Derecha",FALSE
"1516-CHL-PRY-38120",2004-05-13,2000,"Paraguay","Ricardo Froilin Lagos Escobar",3.5699999332428,2003-08-15,2008-08-15,3.79999995231628,"Oscar Nicanor Duarte Frutos","Centro","Centro",TRUE
"2134-CHL-PRY-38817",2006-04-10,2005,"Paraguay","Veronica Michelle Bachelet Jeria",2.85999989509583,2003-08-15,2008-08-15,3.79999995231628,"Oscar Nicanor Duarte Frutos","Izquierda","Centro",FALSE
"2556-CHL-PRY-43705",2019-08-28,2015,"Paraguay","Sebastián Piñera2",5.81,2018-08-15,2023-08-15,6.6,"Mario Abdo Beníte","Derecha","Derecha",TRUE
"2556-CHL-PRY-44466",2021-09-27,2020,"Paraguay","Sebastián Piñera2",5.81,2018-08-15,2023-08-15,6.6,"Mario Abdo Beníte","Derecha","Derecha",TRUE
"907-CHL-PER-34907",1995-07-27,1995,"Peru","Eduardo Frei Ruiz-Tagle",4.1399998664856,1990-07-28,1995-07-28,4.78000020980835,"Alberto Kenya Fujimori Fujimori1","Centro","Centro",TRUE
"2134-CHL-PER-38925",2006-07-27,2005,"Peru","Veronica Michelle Bachelet Jeria",2.85999989509583,2001-07-28,2006-07-28,4.67000007629395,"Alejandro Celestino Toledo Manrique","Izquierda","Centro",FALSE
"2556-CHL-PER-40507",2010-11-25,2010,"Peru","Sebastian Pinera",5.69999980926514,2006-07-28,2011-07-28,5.67000007629395,"Alan Gabriel Ludwig Garcia Perez2","Derecha","Derecha",TRUE
"2134-CHL-PER-42922",2017-07-06,2015,"Peru","Michelle Bachelet",2.9,2016-07-28,2018-03-23,6.4,"Pedro Pablo Kuczynski","Izquierda","Derecha",FALSE
"2556-CHL-PER-43687",2019-08-10,2015,"Peru","Sebastián Piñera2",5.81,2018-03-23,2020-11-09,4.5,"Martín Vizcarra","Derecha","Centro",FALSE
"2556-CHL-PER-43748",2019-10-10,2015,"Peru","Sebastián Piñera2",5.81,2018-03-23,2020-11-09,4.5,"Martín Vizcarra","Derecha","Centro",FALSE
"1516-CHL-URY-36831",2000-11-01,2000,"Uruguay","Ricardo Froilin Lagos Escobar",3.5699999332428,2000-03-01,2005-03-01,5.44999980926514,"Jorge Luis Batlle Ibanez","Centro","Derecha",FALSE
"2134-CHL-URY-38798",2006-03-22,2005,"Uruguay","Veronica Michelle Bachelet Jeria",2.85999989509583,2005-03-01,2010-03-01,3,"Tabare Ramon Vazquez Rosas","Izquierda","Centro",FALSE
"2134-CHL-URY-39635",2008-07-06,2005,"Uruguay","Veronica Michelle Bachelet Jeria",2.85999989509583,2005-03-01,2010-03-01,3,"Tabare Ramon Vazquez Rosas","Izquierda","Centro",FALSE
"2134-CHL-URY-41894",2014-09-12,2010,"Uruguay","Michelle Bachelet",2.9,2010-03-01,2015-03-01,2.5,"Jose Alberto Mujica Cordano","Izquierda","Izquierda",TRUE
"2556-CHL-URY-43891",2020-03-01,2020,"Uruguay","Sebastián Piñera2",5.81,2020-03-01,2025-03-01,5.83,"Luis Alberto Lacalle Pou","Derecha","Derecha",TRUE
"2556-CHL-URY-44465",2021-09-26,2020,"Uruguay","Sebastián Piñera2",5.81,2020-03-01,2025-03-01,5.83,"Luis Alberto Lacalle Pou","Derecha","Derecha",TRUE
"1516-CHL-VEN-38461",2005-04-20,2005,"Venezuela","Ricardo Froilin Lagos Escobar",3.5699999332428,2000-08-19,2007-01-10,1.62999999523163,"Hugo Chavez2","Centro","Izquierda",FALSE
"1746-COL-ARG-37768",2003-05-27,2000,"Argentina","Alvaro Uribe Velez1",6.8600001335144,2003-05-25,2007-12-10,2.79999995231628,"Nestor Carlos Kirchner","Derecha","Izquierda",FALSE
"1746-COL-ARG-40030",2009-08-05,2005,"Argentina","Alvaro Uribe Velez2",6.8600001335144,2007-12-10,2011-12-10,2.5,"Cristina Fernandez1","Derecha","Izquierda",FALSE
"2597-COL-ARG-40772",2011-08-17,2010,"Argentina","Juan Manuel Santos Calderon",4.57000017166138,2007-12-10,2011-12-10,2.5,"Cristina Fernandez1","Centro","Izquierda",FALSE
"3477-COL-ARG-43625",2019-06-09,2015,"Argentina","Iván Duque Márquez",6,2015-12-10,2019-12-10,6.3,"Mauricio Macri","Derecha","Derecha",TRUE
"1746-COL-BOL-38738",2006-01-22,2005,"Bolivia","Alvaro Uribe Velez1",6.8600001335144,2006-01-22,2010-01-22,2.20000004768372,"Juan Evo Morales Ayma1","Derecha","Izquierda",FALSE
"1746-COL-BOL-40029",2009-08-04,2005,"Bolivia","Alvaro Uribe Velez2",6.8600001335144,2006-01-22,2010-01-22,2.20000004768372,"Juan Evo Morales Ayma1","Derecha","Izquierda",FALSE
"3477-COL-BOL-44142",2020-11-08,2020,"Bolivia","Iván Duque Márquez",6,2020-11-08,2025-11-08,5,"Luis Arce","Derecha","Derecha",TRUE
"1746-COL-BRA-37687",2003-03-07,2000,"Brazil","Alvaro Uribe Velez1",6.8600001335144,2003-01-01,2007-01-01,2.44000005722046,"Luiz Inacio Lula da Silva1","Derecha","Izquierda",FALSE
"1746-COL-BRA-38159",2004-06-21,2000,"Brazil","Alvaro Uribe Velez1",6.8600001335144,2003-01-01,2007-01-01,2.44000005722046,"Luiz Inacio Lula da Silva1","Derecha","Izquierda",FALSE
"1746-COL-BRA-38832",2006-04-25,2005,"Brazil","Alvaro Uribe Velez1",6.8600001335144,2003-01-01,2007-01-01,2.44000005722046,"Luiz Inacio Lula da Silva1","Derecha","Izquierda",FALSE
"1746-COL-BRA-39860",2009-02-16,2005,"Brazil","Alvaro Uribe Velez2",6.8600001335144,2007-01-01,2011-01-01,2.55999994277954,"Luiz Inacio Lula da Silva2","Derecha","Izquierda",FALSE
"1746-COL-BRA-40031",2009-08-06,2005,"Brazil","Alvaro Uribe Velez2",6.8600001335144,2007-01-01,2011-01-01,2.55999994277954,"Luiz Inacio Lula da Silva2","Derecha","Izquierda",FALSE
"1746-COL-BRA-40104",2009-10-18,2005,"Brazil","Alvaro Uribe Velez2",6.8600001335144,2007-01-01,2011-01-01,2.55999994277954,"Luiz Inacio Lula da Silva2","Derecha","Izquierda",FALSE
"2597-COL-BRA-40422",2010-09-01,2010,"Brazil","Juan Manuel Santos Calderon",4.57000017166138,2007-01-01,2011-01-01,2.55999994277954,"Luiz Inacio Lula da Silva2","Centro","Izquierda",FALSE
"2597-COL-BRA-40543",2010-12-31,2010,"Brazil","Juan Manuel Santos Calderon",4.57000017166138,2007-01-01,2011-01-01,2.55999994277954,"Luiz Inacio Lula da Silva2","Centro","Izquierda",FALSE
